product_id,total_orders,total_reorders,department_id
5744,1373,540,15
47258,1373,924,20
49030,1372,707,7
8834,1372,1055,7
14645,1371,905,7
31533,1371,860,1
9154,1371,791,19
22667,1371,676,3
7539,1370,807,19
17131,1370,1012,7
32792,1370,791,19
48486,1369,808,1
46993,1368,491,3
48784,1368,651,6
35263,1368,316,13
1377,1368,964,16
24768,1367,652,13
10315,1367,938,20
15123,1366,764,19
23848,1366,754,1
36961,1365,751,4
945,1365,791,7
27122,1365,631,16
44953,1365,732,20
43210,1364,754,10
28449,1364,900,7
5353,1363,887,20
9270,1363,478,13
8920,1361,752,16
33373,1361,472,4
36913,1361,791,19
41597,1361,999,16
44882,1360,453,4
13085,1360,502,7
20607,1360,359,17
38063,1360,680,14
36412,1359,487,11
17988,1359,867,16
19115,1359,891,19
43632,1359,780,16
48071,1358,743,4
13129,1358,737,20
31605,1358,656,19
39621,1358,588,4
5085,1358,614,18
21953,1357,882,7
5251,1357,639,4
28380,1357,675,9
25443,1357,780,1
30064,1356,122,13
3874,1356,761,18
5098,1356,313,13
1947,1356,697,17
21795,1356,343,13
16198,1356,687,12
20711,1355,702,17
7139,1355,972,7
42887,1355,729,18
47034,1354,585,13
43945,1354,652,19
26168,1354,850,19
3664,1354,872,7
17080,1353,741,7
7647,1353,785,20
35682,1353,759,19
48925,1353,816,20
45938,1352,455,15
31789,1352,646,3
22565,1351,467,17
5268,1350,781,1
36872,1350,512,17
32727,1350,672,16
39799,1349,491,13
30884,1349,828,14
42958,1349,822,3
41805,1348,732,7
20255,1348,494,15
16793,1348,874,19
33736,1347,830,7
1416,1347,308,13
37489,1346,677,4
31589,1345,450,15
49352,1345,700,16
25069,1344,754,7
7314,1344,824,10
7562,1343,538,6
165,1343,545,9
36126,1341,836,16
7863,1341,465,15
2923,1340,848,18
45930,1340,842,16
48907,1339,968,4
43891,1338,312,13
47740,1338,467,13
30106,1338,730,19
5716,1335,626,16
16518,1335,793,1
20985,1334,751,19
40054,1333,591,9
33214,1333,895,19
27277,1333,594,18
8192,1332,728,7
21868,1332,737,17
6991,1332,707,14
46513,1332,584,20
36214,1331,818,12
25861,1330,635,16
7955,1329,624,1
15650,1329,749,19
38033,1327,741,7
6647,1327,684,4
22309,1327,870,3
25017,1326,870,20
13077,1325,672,1
29256,1325,519,6
13776,1325,797,19
48309,1325,640,6
34065,1324,763,15
16825,1324,868,11
26985,1324,687,4
273,1323,810,19
11069,1323,596,20
26576,1323,702,19
1942,1322,159,13
36485,1322,762,18
16987,1321,853,14
12492,1321,686,18
22750,1321,571,16
14133,1321,830,19
42613,1320,485,13
44167,1320,819,7
41338,1319,719,19
6475,1319,591,7
16613,1319,460,1
4983,1319,642,19
2750,1319,652,1
45443,1318,824,16
47629,1318,773,19
45036,1318,967,7
10724,1317,700,19
19972,1317,585,13
32971,1317,600,1
30492,1317,805,16
33489,1316,495,7
7295,1316,831,14
9681,1316,824,1
47403,1316,793,1
42383,1316,899,16
41363,1315,934,20
19436,1315,600,15
26118,1315,280,9
34878,1315,586,13
22947,1314,906,16
31610,1314,730,1
41561,1314,458,4
43465,1312,689,12
24492,1312,354,6
588,1312,752,14
11821,1311,928,16
11494,1311,476,21
46413,1311,516,17
27433,1310,531,1
18502,1310,881,19
2050,1310,549,1
38433,1310,689,7
5445,1309,772,7
4544,1308,387,13
32115,1307,826,2
27240,1307,511,11
9458,1306,857,7
36574,1306,713,19
33026,1306,971,7
22372,1306,416,7
40836,1306,415,4
34886,1305,896,3
22832,1304,928,7
32557,1304,484,17
17352,1304,891,3
34557,1303,848,16
9068,1302,804,19
37733,1302,511,1
2708,1302,813,19
30620,1301,518,9
30784,1301,664,19
35815,1301,760,19
20042,1300,623,9
29344,1300,675,1
36443,1300,508,13
39958,1300,812,19
48058,1300,730,14
29691,1299,971,3
22108,1298,717,16
13525,1297,348,13
22234,1297,429,13
18413,1296,583,16
46331,1296,715,19
22159,1295,667,7
19248,1295,817,18
29326,1295,862,3
22128,1295,422,13
13563,1295,658,4
1099,1295,667,1
37208,1294,616,7
14502,1294,597,9
14612,1294,272,13
27811,1294,487,15
26861,1293,576,15
12879,1293,798,20
45143,1293,298,1
8186,1292,829,18
4844,1292,737,1
33465,1291,611,15
27817,1291,797,20
29623,1291,879,7
23785,1290,712,4
36305,1290,693,12
34282,1289,745,1
6664,1289,302,15
41970,1289,661,1
40925,1288,363,17
26486,1288,559,1
34915,1288,902,16
11891,1288,581,1
39557,1288,617,13
16647,1288,804,8
12686,1288,613,20
25132,1287,664,1
3042,1287,654,7
6369,1287,696,13
32033,1287,716,16
42380,1287,718,18
4731,1286,874,7
13062,1286,845,7
29996,1285,894,3
38553,1284,605,1
554,1284,933,20
28699,1284,862,3
43073,1284,574,3
33368,1283,631,4
1335,1282,753,18
34640,1282,611,1
38205,1281,740,9
13889,1281,634,1
30219,1280,922,16
8854,1280,130,13
29265,1279,777,3
39495,1279,662,4
34220,1279,423,7
35223,1278,490,16
7241,1278,760,9
22831,1278,667,16
13310,1278,748,19
33245,1278,641,4
32955,1278,498,4
34786,1278,540,6
21367,1278,764,15
47943,1278,1012,7
1440,1277,439,4
4753,1277,776,18
21996,1277,238,13
3855,1277,532,3
33089,1277,572,19
34861,1277,435,4
2822,1276,627,13
36438,1275,816,6
9436,1275,497,4
14927,1275,617,4
5911,1275,441,11
18792,1274,774,19
22024,1273,705,4
30777,1273,729,20
25598,1273,946,16
1514,1273,801,14
21982,1273,722,15
10173,1272,432,15
405,1272,701,15
17025,1270,310,13
11983,1270,849,16
4232,1270,877,7
24583,1270,509,13
16014,1269,756,19
27246,1269,790,14
9766,1269,609,19
32843,1269,667,1
33674,1269,919,1
14732,1269,637,18
46189,1269,669,19
42556,1269,464,17
17769,1268,875,7
28221,1268,892,3
30036,1267,666,5
42091,1266,753,10
41808,1265,847,7
19612,1265,629,15
9637,1265,943,7
29392,1265,716,16
4162,1264,619,20
33953,1264,517,16
36696,1264,415,11
5266,1263,137,13
22093,1263,488,13
31391,1263,392,13
36944,1263,485,13
46916,1263,587,19
5770,1262,610,12
34310,1262,399,13
26152,1261,488,13
15429,1261,755,7
24425,1260,701,1
25715,1259,694,4
10702,1259,711,5
10212,1259,684,3
16715,1258,723,16
44670,1258,820,19
43951,1257,771,7
42706,1257,694,1
44636,1257,544,4
34986,1257,814,19
14050,1257,752,19
32133,1257,645,16
9199,1257,568,19
8385,1256,650,20
44103,1256,850,3
41437,1256,586,15
41549,1256,684,16
49086,1256,701,1
5923,1255,585,9
30122,1255,670,1
22548,1255,571,1
22509,1254,772,20
26221,1254,750,1
22206,1254,641,14
36441,1254,632,18
10500,1254,433,11
11014,1253,604,19
46541,1253,664,14
46811,1252,718,16
49248,1252,409,9
29660,1252,755,14
8224,1252,366,15
35267,1251,574,4
46321,1251,730,13
49609,1250,1027,7
16900,1250,686,19
6377,1249,489,1
22760,1249,840,19
12196,1249,794,20
11212,1249,781,18
49326,1249,609,14
40397,1249,546,10
42598,1248,834,16
36968,1248,891,7
4288,1247,618,15
5976,1247,657,4
44536,1247,681,1
27292,1246,808,19
7677,1246,837,7
35055,1244,555,7
34927,1244,590,1
35419,1244,701,5
17679,1243,508,15
35473,1243,546,17
30584,1243,563,16
32239,1242,802,3
19535,1242,492,9
17555,1242,699,9
28527,1242,188,13
31970,1241,656,9
18243,1241,682,18
34320,1241,525,4
47409,1241,765,16
43428,1241,543,7
45081,1240,752,14
13287,1240,811,4
33100,1240,620,16
820,1240,697,13
30461,1239,782,19
47815,1239,892,16
45832,1238,803,7
42117,1237,268,17
13080,1237,783,7
23430,1237,927,16
33543,1236,696,7
44257,1236,924,7
46222,1236,418,13
33590,1235,811,14
8382,1235,520,20
8732,1234,773,19
30320,1234,787,1
2745,1234,799,16
29078,1233,462,15
13093,1232,479,16
17721,1232,637,16
39194,1231,789,19
20021,1231,350,13
38726,1231,578,13
3126,1231,890,16
14364,1231,809,16
17518,1231,627,14
35147,1231,766,7
8866,1230,811,19
29820,1229,857,3
516,1229,673,16
10054,1229,703,14
22198,1229,640,17
33990,1229,467,19
32029,1228,546,15
27514,1228,927,20
6552,1228,734,14
35364,1228,782,18
16556,1227,738,19
16508,1226,677,18
45309,1225,498,18
41625,1225,540,4
23952,1224,631,14
33168,1224,549,17
27294,1224,747,19
14643,1224,659,15
11974,1224,881,16
25020,1223,660,19
16683,1223,735,5
5564,1222,856,16
9159,1222,257,13
34660,1222,631,19
15226,1221,701,3
21198,1221,520,1
44267,1221,805,7
12193,1220,951,7
34574,1220,781,13
37055,1220,430,15
10025,1220,648,1
1744,1220,940,19
5708,1219,731,19
38249,1218,744,20
26586,1217,311,17
2677,1217,999,7
18660,1217,376,13
6328,1216,633,13
38949,1216,343,17
1546,1215,609,13
5649,1215,552,9
10849,1215,651,20
972,1215,462,9
26405,1214,536,17
29244,1214,799,3
32570,1214,709,19
8103,1214,827,16
3295,1214,613,7
46823,1214,680,1
44624,1212,927,16
649,1212,763,7
10521,1212,676,3
36130,1212,570,20
2573,1212,480,6
28155,1211,647,5
10880,1211,792,16
7401,1211,375,19
15503,1211,696,4
41480,1211,519,9
41966,1210,585,4
29473,1210,383,9
6729,1209,693,3
42447,1209,733,7
13951,1208,654,19
31992,1208,610,17
9424,1208,669,19
38289,1208,561,7
15767,1207,728,20
45128,1207,747,19
40961,1207,666,20
40898,1207,668,1
44056,1206,465,4
30753,1206,694,9
26679,1206,634,13
12896,1205,595,19
12909,1205,600,19
25930,1205,220,13
33560,1204,221,13
21243,1204,628,1
33153,1204,687,5
1582,1204,635,20
34622,1203,526,3
7381,1203,753,1
742,1203,411,13
121,1202,577,16
28450,1202,301,11
49615,1201,694,7
41277,1200,575,3
17725,1200,944,3
644,1199,587,15
32707,1199,508,17
33249,1199,556,4
22169,1199,435,15
17708,1199,421,3
41714,1199,745,7
47683,1198,780,16
15712,1198,832,16
10351,1198,814,7
7669,1198,721,7
5707,1198,690,19
17744,1198,786,19
15273,1197,829,16
29598,1197,427,17
43005,1197,540,7
43100,1196,602,1
28031,1196,625,17
27949,1196,816,19
33503,1196,699,18
13219,1196,863,16
2658,1195,348,6
34229,1195,470,1
20063,1195,719,19
43483,1195,554,9
43459,1194,602,19
5128,1194,649,17
22123,1193,839,16
40279,1193,450,4
34854,1193,575,1
43389,1193,397,1
45356,1193,677,19
10586,1191,887,7
36810,1191,292,14
2426,1191,682,20
25948,1191,726,19
38684,1190,300,9
31355,1190,609,16
18140,1189,633,7
40141,1189,199,13
38465,1187,702,19
26314,1187,509,16
24004,1187,704,19
18677,1187,692,1
16350,1187,497,19
23457,1187,796,7
13548,1187,627,20
280,1186,426,11
16744,1186,704,13
22829,1186,689,19
16213,1185,712,7
1446,1185,499,13
4635,1185,624,1
18359,1184,699,4
28920,1183,675,19
2983,1182,705,16
25986,1182,705,7
49260,1182,514,7
45687,1181,823,7
45599,1181,681,7
45260,1181,429,13
5757,1181,766,19
5636,1181,667,1
30016,1181,635,1
5315,1180,302,9
33364,1180,605,16
8986,1180,739,16
39375,1180,195,13
42075,1180,319,17
42294,1179,326,13
24273,1178,689,1
24973,1178,667,19
5144,1178,795,7
9551,1178,729,13
25144,1177,674,7
27510,1177,685,1
13378,1177,640,1
21683,1177,737,3
31248,1177,519,4
31853,1177,610,7
28437,1177,612,12
41637,1176,419,13
40156,1175,870,16
26252,1175,465,12
12674,1174,641,7
27172,1174,883,7
16097,1173,862,16
40556,1173,557,3
45819,1172,368,6
877,1172,918,16
38609,1172,406,12
22627,1172,237,13
18037,1172,583,3
35721,1172,552,16
26055,1171,635,19
6825,1171,723,1
3480,1171,455,1
34690,1170,728,7
36878,1170,696,20
2102,1170,449,1
14401,1170,648,17
48341,1170,590,9
6244,1169,563,7
29126,1168,814,16
39620,1168,379,6
39299,1168,757,19
17720,1168,572,14
15891,1168,287,13
48385,1168,697,19
45045,1168,644,18
32285,1167,598,3
12000,1166,694,13
7681,1166,749,7
38281,1166,658,14
23313,1166,501,9
43892,1166,652,5
23304,1165,540,12
9517,1165,723,16
7606,1165,673,16
36360,1165,600,19
28805,1165,87,13
7147,1164,530,4
13440,1164,178,6
20638,1164,311,13
34013,1164,625,9
48746,1164,733,19
7252,1163,642,4
17874,1162,644,7
48800,1162,599,1
46656,1160,554,19
9426,1160,840,3
21737,1160,652,18
24521,1159,972,16
37691,1159,787,19
18379,1159,461,1
29627,1159,755,7
12118,1159,452,9
10602,1158,569,3
12403,1158,560,9
8594,1158,731,19
33984,1158,293,13
30121,1158,818,16
38473,1156,617,19
13510,1156,212,13
21051,1155,704,20
46075,1155,676,16
49518,1155,665,1
42333,1154,759,19
47154,1154,703,19
22307,1154,705,19
45636,1153,905,7
46341,1153,503,1
48229,1152,585,13
27470,1152,788,19
28464,1151,459,16
29460,1151,483,19
31865,1151,601,9
28635,1150,741,16
2429,1150,781,16
9071,1150,578,4
4136,1149,499,4
29669,1149,337,9
44461,1149,159,17
24571,1148,527,9
30307,1148,780,7
40256,1148,111,13
13097,1147,614,4
17867,1147,551,13
10482,1146,589,20
7598,1146,776,16
28122,1146,738,18
7808,1146,851,7
2311,1145,735,7
14385,1145,657,5
44329,1145,591,15
33672,1144,476,16
15057,1144,544,17
12385,1143,300,15
33257,1143,609,16
49354,1143,631,16
47000,1143,588,17
45303,1142,789,7
41557,1142,641,19
45906,1142,452,1
31073,1142,416,4
12638,1142,528,4
24890,1142,355,4
9531,1142,658,15
7923,1142,403,18
12149,1141,554,16
43530,1141,571,19
6999,1140,497,7
11097,1139,300,6
21447,1138,720,16
31374,1138,598,1
28326,1138,514,1
12975,1137,584,4
9896,1137,665,12
33706,1137,496,7
20691,1136,256,19
1347,1136,672,16
37047,1136,428,13
38881,1136,744,4
8707,1136,609,19
24701,1135,709,7
15976,1135,644,15
1199,1134,698,16
37436,1134,603,19
35769,1133,145,13
47044,1133,543,15
43740,1132,751,7
47242,1131,686,16
43248,1131,651,1
44146,1131,523,1
3917,1131,652,4
39225,1131,672,1
24239,1130,661,3
27652,1129,675,5
29045,1129,799,7
21387,1129,645,16
63,1129,535,18
4102,1129,658,18
14242,1129,297,13
40621,1128,534,1
44557,1127,746,18
31154,1127,599,5
3473,1127,464,17
5073,1127,649,7
39301,1127,603,20
38127,1126,669,16
22008,1125,519,16
32020,1125,528,13
37630,1125,604,15
29925,1124,589,3
18641,1124,677,20
31654,1124,659,17
7146,1124,717,7
45638,1124,350,13
35068,1123,507,13
2151,1123,490,1
14976,1123,114,13
11447,1122,614,20
10172,1122,748,19
17678,1122,654,13
48112,1122,238,13
44414,1122,686,19
12811,1121,602,19
31662,1121,131,13
39964,1121,669,3
18503,1121,680,16
11492,1120,824,7
31961,1120,287,6
23643,1119,317,4
23216,1118,512,16
11249,1118,646,1
42013,1118,549,19
40408,1118,461,13
18629,1117,757,18
9703,1117,673,3
20840,1117,367,13
13643,1117,683,7
1039,1117,625,18
10804,1116,669,3
16772,1115,471,7
35601,1115,351,11
37807,1115,799,3
10314,1114,603,7
24269,1114,776,7
26309,1113,770,7
28358,1113,604,13
22282,1113,561,17
39035,1112,611,18
38679,1112,476,1
23953,1111,785,16
12333,1111,724,19
45771,1111,396,4
20120,1110,320,7
14223,1110,339,9
4518,1109,386,4
2205,1109,485,13
21392,1109,720,7
16223,1109,678,1
128,1108,603,1
23919,1108,574,20
40763,1108,551,16
46782,1108,528,6
48485,1108,526,15
45761,1107,613,20
38341,1107,660,19
34943,1107,671,9
19451,1107,367,7
19182,1106,713,11
38357,1106,629,19
45916,1106,724,16
40459,1106,631,13
46058,1105,586,14
26010,1105,664,1
15672,1105,672,19
13338,1105,616,1
27778,1105,264,7
325,1104,678,1
5566,1104,581,4
37478,1104,426,3
32666,1103,293,13
310,1103,696,19
38426,1103,375,11
36939,1102,687,19
13230,1102,577,19
20564,1102,721,19
29798,1102,666,1
36386,1102,390,17
14890,1101,448,19
1688,1100,750,19
42913,1100,691,4
46913,1097,619,16
20720,1097,308,13
11610,1097,289,13
27055,1097,453,6
30529,1097,622,18
8056,1096,647,19
29285,1096,568,19
42469,1096,521,12
42518,1096,647,3
45961,1096,631,16
41751,1096,384,9
54,1095,623,8
18805,1095,612,19
32515,1094,732,16
32265,1094,360,17
20887,1094,452,16
11786,1094,274,17
46306,1094,476,13
41720,1094,523,16
29744,1093,397,15
27850,1093,370,17
3740,1092,497,1
47885,1092,727,20
45596,1091,713,14
45154,1091,791,7
21948,1091,559,5
22990,1091,780,14
31764,1091,814,7
30975,1091,784,7
38948,1089,726,19
18889,1089,457,13
19087,1089,388,11
49319,1089,678,16
9080,1088,587,3
1409,1088,642,16
29474,1088,577,17
5970,1087,689,3
3431,1087,774,7
13920,1087,447,1
28790,1087,685,3
34276,1087,629,16
35363,1087,634,20
44585,1087,611,17
28008,1086,702,20
30486,1086,477,1
32710,1085,407,4
43310,1085,696,19
41047,1084,516,7
40501,1084,548,20
33862,1084,583,11
6651,1084,686,3
33796,1083,465,11
19202,1083,513,17
9996,1083,218,6
1406,1083,746,11
4332,1082,656,19
25122,1082,625,16
12125,1082,608,9
11198,1082,104,13
29622,1082,590,9
45054,1082,640,1
49451,1082,431,20
46361,1082,455,19
43659,1081,618,9
48634,1080,401,9
19151,1080,402,13
20081,1080,668,19
1104,1079,765,16
39954,1079,417,13
47719,1079,697,18
14563,1078,274,1
34706,1078,296,13
7304,1078,730,1
4620,1078,448,4
21626,1078,534,14
30700,1078,376,3
35306,1078,573,14
23586,1078,514,1
11984,1077,546,17
35333,1076,85,13
38218,1076,548,1
31287,1076,170,13
35784,1076,740,7
10180,1076,533,19
42964,1076,481,9
42252,1075,572,3
18071,1075,612,1
20943,1075,538,1
34213,1075,776,3
21303,1075,604,19
10388,1074,500,1
11129,1074,676,13
15081,1074,752,16
20303,1074,313,15
45279,1074,790,16
46620,1073,759,16
40454,1073,635,1
14579,1073,510,7
15741,1073,713,7
14461,1073,657,18
13774,1072,805,7
10279,1071,698,20
11992,1071,626,4
40208,1070,474,13
28342,1070,638,7
19584,1069,660,16
14372,1069,643,1
15404,1069,466,16
18201,1069,418,17
38322,1069,753,20
23,1068,479,12
38849,1068,721,7
36914,1068,572,7
9284,1068,570,20
18135,1067,466,4
37876,1067,494,16
31087,1066,387,15
41325,1066,659,19
44120,1066,549,19
3593,1065,303,17
34991,1065,629,19
15070,1064,651,16
24857,1064,613,7
19966,1063,638,20
37917,1063,663,7
49079,1063,599,14
23427,1062,612,16
21512,1062,564,20
31022,1062,553,19
18296,1061,477,15
25872,1061,483,1
11187,1061,811,7
39871,1061,561,7
47875,1061,412,9
42241,1060,415,13
29204,1060,307,19
7247,1060,559,12
18897,1060,657,19
6414,1060,577,17
36675,1060,513,19
18998,1058,407,17
17819,1058,328,13
32442,1058,806,20
13196,1056,481,16
3061,1056,639,19
14726,1056,606,1
38847,1056,475,13
32927,1056,329,6
24946,1056,469,9
6719,1055,574,16
38483,1055,437,17
6015,1055,539,19
42421,1055,37,13
16321,1054,543,19
25947,1054,370,19
23338,1054,313,13
35003,1054,672,19
15510,1053,630,15
38015,1053,378,17
44717,1053,487,4
43463,1052,314,17
16747,1052,736,19
23417,1052,523,1
21567,1051,525,14
47211,1051,653,19
46703,1050,425,1
25825,1050,542,9
28228,1050,504,20
14277,1050,407,7
32869,1050,635,1
33756,1049,560,1
19548,1049,580,13
35819,1049,284,13
37722,1049,617,16
34578,1049,776,19
38896,1049,210,13
5086,1049,615,7
1057,1048,418,20
2130,1048,581,19
5971,1048,640,19
18709,1048,389,1
46558,1048,441,3
28698,1047,500,20
9725,1046,483,11
35845,1046,489,4
40449,1046,473,18
48645,1045,558,16
45234,1045,648,1
39891,1044,445,1
31196,1044,506,16
12658,1044,494,1
28459,1043,501,14
8339,1043,622,19
45511,1043,494,5
36274,1042,683,7
33719,1042,678,16
31469,1042,600,18
13603,1041,668,20
29153,1041,376,13
32645,1040,664,7
16710,1040,353,1
18747,1040,686,7
184,1040,488,19
49156,1040,454,9
5484,1039,479,1
32732,1039,320,9
15803,1039,430,13
3407,1039,697,16
14333,1039,351,4
39321,1038,307,7
15462,1038,664,3
42929,1038,445,16
47253,1037,441,17
49281,1037,347,16
5069,1037,744,16
31387,1037,512,19
31020,1036,331,13
14979,1036,553,16
19871,1035,621,19
31608,1035,508,19
9618,1035,734,7
49112,1035,710,16
46515,1035,552,19
33709,1034,477,13
27437,1034,546,9
27829,1033,522,9
30571,1033,538,19
29116,1033,590,1
29066,1033,601,20
7260,1033,699,19
34519,1032,712,16
25885,1031,441,4
1157,1031,857,3
22416,1031,720,16
36165,1031,744,19
22238,1030,594,1
13045,1030,727,19
32782,1030,435,13
24928,1030,487,19
16456,1030,409,15
38608,1030,679,16
9075,1030,712,7
28398,1030,581,7
21846,1029,552,7
26030,1029,430,16
18923,1028,495,20
3847,1028,518,3
29274,1028,318,4
29589,1028,561,1
43814,1028,555,19
46475,1028,683,1
44268,1027,536,9
31997,1027,347,11
39589,1027,827,16
34163,1027,684,19
2604,1027,435,1
34942,1026,587,19
37553,1026,690,7
38809,1026,731,7
42403,1026,651,3
41750,1025,621,9
19398,1025,647,3
19495,1025,598,19
37520,1025,587,8
36551,1024,586,19
16414,1024,533,16
15324,1024,608,7
20126,1024,178,13
11773,1023,473,7
20723,1023,671,7
39858,1023,275,11
22640,1023,645,16
42028,1023,523,1
40941,1022,689,19
47049,1022,665,18
2470,1022,315,9
13497,1022,573,1
39646,1022,670,4
33623,1021,658,16
26889,1021,311,15
21436,1021,589,1
3211,1021,642,7
12743,1020,654,14
20052,1020,164,13
31423,1019,412,15
1616,1019,533,14
33320,1019,596,19
42016,1019,650,16
45083,1019,558,16
45723,1018,560,19
49680,1018,300,13
43255,1018,604,16
30407,1018,279,3
29015,1018,514,14
21810,1018,207,13
35467,1017,646,13
8057,1017,470,9
19503,1017,525,6
40634,1017,523,15
15182,1016,485,13
294,1016,546,19
11331,1016,674,19
40171,1015,766,11
25108,1015,692,16
8104,1015,399,7
37458,1014,85,13
1062,1014,558,12
16869,1014,457,17
4329,1014,582,15
41539,1014,628,5
7860,1013,600,9
13654,1013,441,3
3466,1013,583,19
1907,1013,591,18
22491,1012,704,7
49023,1012,447,1
47946,1012,637,13
41973,1012,319,13
10568,1011,146,13
38997,1011,613,16
39953,1011,326,13
7150,1011,375,13
18168,1010,317,19
6889,1010,436,19
25362,1010,687,7
36058,1010,491,16
39200,1009,363,7
12807,1009,512,7
12592,1009,158,6
3090,1009,775,7
35838,1009,55,13
9906,1009,299,4
41010,1009,503,19
45416,1009,769,19
27395,1008,648,16
17581,1008,601,1
19449,1007,805,16
9360,1007,501,1
31042,1006,644,16
28330,1006,223,13
12271,1006,433,20
13598,1005,529,21
6606,1005,454,1
35940,1005,283,13
10227,1005,665,7
6765,1005,246,15
45393,1005,554,3
9186,1004,474,16
32519,1004,466,19
36332,1004,566,19
32387,1004,429,9
29479,1003,606,18
23204,1002,527,19
1783,1002,553,14
3822,1002,712,19
884,1002,87,13
39643,1002,722,18
18725,1002,632,16
45683,1002,182,17
17836,1001,386,11
13627,1001,457,7
31660,1001,359,9
7648,1001,363,13
16607,1001,616,3
27388,1001,679,20
14376,1000,672,19
29794,1000,734,7
11075,1000,308,17
40417,1000,169,13
48647,1000,663,3
35242,999,525,1
13708,999,271,11
2540,998,612,1
17545,998,563,12
3732,998,554,7
26587,998,530,16
21469,998,717,7
2103,998,490,9
47537,998,505,19
45113,997,746,7
46779,997,587,3
40815,997,486,12
15591,997,400,14
29139,996,366,4
10498,996,278,14
13798,996,672,7
41729,996,553,4
42392,996,667,16
47830,996,586,7
42431,995,291,13
42900,995,647,7
23005,995,529,12
4847,995,529,15
13070,994,524,17
10874,994,584,7
15895,994,497,16
7854,994,519,19
38683,994,677,7
5259,994,426,15
40821,994,408,13
43488,994,463,1
18659,993,430,3
18829,993,370,16
33782,993,542,7
17650,993,320,17
14882,992,746,16
38593,991,355,6
37611,990,554,1
37262,990,583,14
5653,990,665,20
8592,990,624,7
30287,990,343,13
45037,990,350,17
29471,989,440,1
39107,989,686,3
4392,989,215,17
28286,989,583,19
13496,988,505,6
48174,988,327,13
48140,988,717,3
49363,987,569,1
19934,987,664,16
40216,987,286,4
9583,987,672,7
28050,987,481,4
24721,986,529,3
21225,986,498,14
11185,986,603,3
43904,986,483,16
48464,986,592,16
3459,985,437,20
5496,985,696,7
25300,985,535,7
11497,985,604,19
31395,985,685,3
30675,984,466,1
34300,984,627,16
29027,984,628,4
12911,984,383,17
22472,984,741,20
2374,984,608,3
49114,984,594,15
44883,983,432,13
19948,983,536,7
8668,983,364,1
33772,983,640,1
30659,983,558,19
11087,982,637,7
18109,982,590,12
43888,982,377,6
45204,981,355,20
34339,981,522,1
11888,981,665,20
27888,981,524,17
1405,980,458,19
15528,980,148,13
21330,979,530,16
22081,979,439,7
4756,979,571,19
24658,979,570,7
16641,978,513,1
6902,978,541,19
17592,977,363,4
40031,977,513,13
35352,977,411,9
20710,977,539,16
25854,977,472,12
26250,977,643,1
1076,977,524,6
45158,977,563,17
48706,977,129,13
40568,977,451,14
49640,976,607,3
1337,976,745,16
2108,976,681,16
33216,976,495,15
30291,976,262,13
27407,976,373,13
28454,975,430,14
16981,975,592,18
14199,975,404,1
23360,975,487,1
37993,975,178,17
1826,975,633,16
42735,975,509,20
43445,974,698,7
13255,974,415,19
30909,974,542,3
18205,974,498,14
4350,974,453,16
37019,974,401,1
34483,974,649,7
15532,973,481,13
20379,973,657,16
24680,973,588,15
5103,973,437,18
28756,973,583,20
25879,972,664,16
10872,972,278,19
5334,972,367,17
13948,972,294,17
25610,972,309,1
32263,972,652,16
31846,971,617,16
26427,971,601,19
17976,971,662,19
20577,971,468,3
44904,971,153,13
9807,970,490,9
10699,970,445,1
31373,969,616,19
30338,969,480,19
42318,969,327,12
40986,969,537,1
47585,969,650,19
42483,968,484,4
43101,968,508,19
10321,968,329,13
11909,968,377,9
712,967,615,7
14414,967,680,19
30630,966,708,16
19250,966,496,13
48310,966,471,19
23234,965,456,17
13388,964,548,16
2305,964,598,4
48667,964,542,19
40388,963,487,19
47546,963,597,16
43556,962,589,7
42423,962,334,16
8088,962,490,9
36552,961,298,19
19086,961,461,4
28963,960,284,17
14652,960,707,19
35622,960,425,15
1883,959,531,15
14575,959,403,4
48239,959,392,13
47485,959,526,1
40363,958,762,7
45951,958,525,13
42063,958,405,7
1392,958,493,20
1094,957,711,16
11980,957,674,14
13636,957,330,15
44426,957,505,18
19178,956,460,12
33178,956,588,7
9364,956,304,6
34222,956,273,13
8072,955,461,19
26540,955,120,13
7936,955,573,20
28016,955,492,1
47804,955,488,9
48301,955,550,16
41376,954,363,12
43903,954,563,7
18020,954,567,1
519,953,647,7
19443,953,525,19
21574,953,403,13
28080,952,661,16
4913,952,367,19
14519,951,309,11
6655,951,424,1
6522,951,652,16
8017,950,633,7
11538,950,617,7
34739,950,344,17
7299,950,299,17
23929,950,465,1
41642,950,441,13
41651,950,690,7
29824,949,424,1
16997,949,597,8
29088,949,209,13
30511,949,537,1
3081,949,491,18
33569,949,573,19
30471,949,529,11
28100,949,255,11
33745,948,441,14
16994,948,591,19
9385,948,555,19
29091,948,501,1
5488,948,540,7
39002,948,265,7
15017,948,425,13
12771,948,315,4
48622,948,290,13
29327,947,387,9
20014,946,473,1
11488,946,581,16
3561,946,343,15
26689,946,598,7
7158,946,567,16
15412,945,504,9
32267,945,569,7
34295,945,660,1
32877,945,334,4
22739,944,586,14
31134,944,432,19
30604,944,256,16
39113,944,378,4
46448,944,565,19
41212,944,671,20
2043,943,493,1
36034,943,527,19
21249,943,289,6
15042,943,459,15
15579,942,505,1
2421,942,547,19
12720,942,421,16
33106,942,532,20
46257,941,491,19
46031,941,418,13
15618,940,477,19
37634,940,224,17
